review_id,review_text,star_rating,true_label
1168,"The subscription price increase is ridiculous, too expensive to justify anymore.",1,negative
1169,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1170,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
1171,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
1172,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
1173,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",1,negative
1174,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1175,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",2,negative
1176,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1177,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1178,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
1179,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1180,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
1181,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1182,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
1183,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1184,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1185,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
1186,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
1187,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1188,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
1189,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
1190,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1191,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1192,"The subscription price increase is ridiculous, too expensive to justify anymore.",1,negative
1193,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1194,"Terrible shipping experience, the box arrived crushed and delivery was slow.",2,negative
1195,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1196,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
1197,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
1198,"Shipping took almost two weeks and my order arrived late again, very frustrating.",2,negative
1199,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1200,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1201,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
1202,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
1203,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
1204,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
1205,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
1206,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",1,negative
1207,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
1208,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1209,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1210,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
1211,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1212,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
1213,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1214,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1215,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1216,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",1,negative
1217,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1218,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1219,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
1220,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
1221,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1222,"Shipping took almost two weeks and my order arrived late again, very frustrating.",2,negative
1223,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
1224,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1225,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
1226,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
1227,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",1,negative
1228,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
1229,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
1230,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",1,negative
1231,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1232,"Shipping took almost two weeks and my order arrived late again, very frustrating.",1,negative
1233,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1234,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
1235,"Shipping took almost two weeks and my order arrived late again, very frustrating.",2,negative
1236,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
1237,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
1238,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
1239,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
1240,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
1241,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1242,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
1243,"The subscription price increase is ridiculous, too expensive to justify anymore.",2,negative
1244,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
1245,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1246,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1247,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1248,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
1249,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
1250,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1251,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
1252,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
1253,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
1254,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1255,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
1256,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",2,negative
1257,"Terrible shipping experience, the box arrived crushed and delivery was slow.",2,negative
1258,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1259,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",1,negative
1260,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",2,negative
1261,"The subscription price increase is ridiculous, too expensive to justify anymore.",2,negative
1262,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
1263,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
1264,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",2,negative
1265,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
1266,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
1267,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",2,negative
1268,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1269,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",1,negative
1270,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1271,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
1272,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
1273,"The subscription price increase is ridiculous, too expensive to justify anymore.",2,negative
1274,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
1275,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
1276,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
1277,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
1278,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
1279,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1280,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
1281,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
1282,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1283,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1284,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
1285,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1286,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1287,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
1288,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",2,negative
1289,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1290,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1291,"Shipping took almost two weeks and my order arrived late again, very frustrating.",2,negative
1292,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1293,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
1294,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
1295,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
1296,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1297,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
1298,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",2,negative
1299,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
1300,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
1301,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
1302,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
1303,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
1304,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1305,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
1306,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
1307,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
1308,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1309,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
1310,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
1311,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
1312,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
1313,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1314,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1315,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1316,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
1317,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
1318,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1319,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",1,negative
1320,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
1321,"Shipping took almost two weeks and my order arrived late again, very frustrating.",1,negative
1322,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",1,negative
1323,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
1324,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
1325,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
1326,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1327,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
1328,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1329,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
1330,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1331,"Shipping took almost two weeks and my order arrived late again, very frustrating.",2,negative
1332,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1333,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
1334,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1335,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
1336,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
1337,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1338,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
1339,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1340,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1341,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
1342,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
1343,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1344,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
1345,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
1346,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
1347,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
1348,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
1349,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1350,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
1351,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
1352,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
1353,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",1,negative
1354,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1355,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
1356,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",1,negative
1357,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
1358,"Terrible shipping experience, the box arrived crushed and delivery was slow.",2,negative
1359,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1360,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
1361,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
1362,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
1363,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1364,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
1365,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1366,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1367,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1368,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1369,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1370,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1371,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
1372,"Terrible shipping experience, the box arrived crushed and delivery was slow.",2,negative
1373,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1374,"The subscription price increase is ridiculous, too expensive to justify anymore.",2,negative
1375,"The subscription price increase is ridiculous, too expensive to justify anymore.",1,negative
1376,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
1377,"Terrible shipping experience, the box arrived crushed and delivery was slow.",2,negative
1378,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
1379,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1380,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
1381,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
1382,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
1383,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
1384,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
1385,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
1386,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1387,"The subscription price increase is ridiculous, too expensive to justify anymore.",1,negative
1388,"Shipping took almost two weeks and my order arrived late again, very frustrating.",2,negative
1389,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1390,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
1391,"Shipping took almost two weeks and my order arrived late again, very frustrating.",1,negative
1392,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
1393,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
1394,"The subscription price increase is ridiculous, too expensive to justify anymore.",1,negative
1395,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1396,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
1397,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
1398,"The subscription price increase is ridiculous, too expensive to justify anymore.",1,negative
1399,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
1400,"The subscription price increase is ridiculous, too expensive to justify anymore.",1,negative
1401,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
1402,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
1403,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
1404,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1405,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
1406,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
1407,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
1408,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
1409,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1410,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
1411,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1412,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
1413,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
1414,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1415,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
1416,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1417,"Shipping took almost two weeks and my order arrived late again, very frustrating.",2,negative
1418,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1419,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
1420,"Terrible shipping experience, the box arrived crushed and delivery was slow.",2,negative
1421,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
1422,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
1423,"The subscription price increase is ridiculous, too expensive to justify anymore.",2,negative
1424,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1425,"Terrible shipping experience, the box arrived crushed and delivery was slow.",2,negative
1426,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
1427,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
1428,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1429,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
1430,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
1431,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1432,"Terrible shipping experience, the box arrived crushed and delivery was slow.",2,negative
1433,"The subscription price increase is ridiculous, too expensive to justify anymore.",1,negative
1434,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
1435,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
1436,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
1437,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
1438,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
1439,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1440,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
1441,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
1442,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
1443,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1444,"The subscription price increase is ridiculous, too expensive to justify anymore.",1,negative
1445,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
1446,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
1447,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
1448,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
1449,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1450,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
1451,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1452,"Shipping took almost two weeks and my order arrived late again, very frustrating.",2,negative
1453,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
1454,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1455,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1456,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
1457,"Terrible shipping experience, the box arrived crushed and delivery was slow.",2,negative
1458,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
1459,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1460,"Shipping took almost two weeks and my order arrived late again, very frustrating.",1,negative
1461,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1462,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
1463,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1464,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1465,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
1466,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
1467,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1468,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
1469,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
1470,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
1471,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1472,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1473,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1474,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1475,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1476,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
1477,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1478,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
1479,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
1480,"Shipping took almost two weeks and my order arrived late again, very frustrating.",1,negative
1481,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",1,negative
1482,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
1483,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
1484,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1485,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1486,"Terrible shipping experience, the box arrived crushed and delivery was slow.",2,negative
1487,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1488,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
1489,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
1490,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
1491,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
1492,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
1493,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
1494,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
1495,"The subscription price increase is ridiculous, too expensive to justify anymore.",2,negative
1496,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
1497,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
1498,"The subscription price increase is ridiculous, too expensive to justify anymore.",1,negative
1499,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1500,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1501,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1502,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1503,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1504,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
1505,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
1506,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
1507,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
1508,"The subscription price increase is ridiculous, too expensive to justify anymore.",2,negative
1509,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1510,"Terrible shipping experience, the box arrived crushed and delivery was slow.",2,negative
1511,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
1512,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
1513,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
1514,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
1515,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
1516,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1517,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1518,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
1519,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
1520,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1521,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
1522,"Terrible shipping experience, the box arrived crushed and delivery was slow.",2,negative
1523,"Shipping took almost two weeks and my order arrived late again, very frustrating.",1,negative
1524,"The subscription price increase is ridiculous, too expensive to justify anymore.",1,negative
1525,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
1526,"Shipping took almost two weeks and my order arrived late again, very frustrating.",1,negative
1527,"Shipping took almost two weeks and my order arrived late again, very frustrating.",1,negative
1528,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
1529,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
1530,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
1531,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
1532,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
1533,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
